source_lat,source_lon,dest_lat,dest_lon,distance_km,route_type,traffic_level,congestion_index,weather,hour,day_of_week,is_peak_hour,vehicle_type,load_weight,time_delay,delay_prob,risk_level
28.648671,77.175367,28.816698,77.187948,22.49,mixed,Low,0.11,Clear,3,Sunday,0,Van,982,4.44,0.1149,Low
28.739741,77.099927,28.777431,77.133358,6.37,city,Low,0.316,Rain,2,Friday,0,Van,695,9.91,0.1512,Low
28.759818,77.321694,28.400017,77.304381,40.0,highway,High,0.73,Clear,10,Wednesday,1,Van,991,27.32,0.5761,Medium
28.775254,77.110962,28.636445,77.508353,40.0,highway,High,0.852,Clear,17,Friday,1,Van,525,25.25,0.5438,Medium
28.524727,77.279073,28.53818,77.33283,6.92,city,Medium,0.606,Clear,13,Monday,0,Truck,1539,8.67,0.1933,Low
28.672502,77.409076,28.519208,77.288434,25.8,highway,Medium,0.546,Storm,20,Thursday,1,Van,699,24.49,0.496,Medium
28.736358,77.173541,28.539327,77.387264,40.0,mixed,Low,0.32,Clear,4,Wednesday,0,Van,523,8.94,0.1562,Low
28.715213,77.172118,28.40607,77.316289,40.0,highway,High,0.977,Clear,21,Friday,1,Van,560,39.17,0.8367,High
28.60388,77.316672,28.589069,77.051826,37.29,highway,Medium,0.478,Clear,12,Wednesday,0,Van,529,13.99,0.2234,Low
28.469695,77.032083,28.572339,77.024368,13.72,city,Low,0.393,Storm,6,Monday,0,Truck,1306,18.91,0.36,Medium
28.690135,77.179713,28.436063,77.020662,34.37,mixed,Low,0.283,Clear,4,Sunday,0,Bike,100,7.11,0.1748,Low
28.744179,77.204584,28.558945,77.397849,36.46,mixed,High,0.705,Storm,10,Monday,1,Van,999,49.52,0.9591,High
28.542459,77.175202,28.456221,77.052944,20.33,mixed,Low,0.291,Clear,2,Wednesday,0,Bike,93,4.65,0.1336,Low
28.759257,77.11253,28.634705,77.226827,23.01,highway,Medium,0.676,Storm,20,Friday,1,Van,860,36.06,0.7646,High
28.393757,77.308336,28.730417,77.189647,40.0,highway,High,0.811,Clear,20,Thursday,1,Van,614,30.42,0.6177,Medium
28.664263,77.174021,28.634753,77.48989,39.71,highway,Medium,0.494,Storm,16,Saturday,0,Bike,80,34.95,0.7617,Medium
28.400637,77.297782,28.840896,77.19765,40.0,mixed,High,0.799,Clear,7,Thursday,1,Bike,60,40.33,0.7962,High
28.627346,77.100951,28.53921,77.207906,18.5,city,Medium,0.667,Clear,20,Wednesday,1,Truck,1858,26.25,0.5473,Medium
28.570845,77.318227,28.671349,77.400797,14.65,city,Medium,0.451,Clear,8,Monday,1,Van,718,22.44,0.4125,Medium
28.612008,77.20738,28.619734,77.475066,33.78,mixed,Low,0.267,Clear,0,Thursday,0,Bike,74,5.73,0.1465,Low
28.53509,77.27824,28.344006,77.343003,27.91,highway,High,0.796,Rain,6,Sunday,0,Truck,1987,25.89,0.5071,Medium
28.465069,77.030001,28.556005,77.333163,40.0,city,High,0.786,Clear,11,Thursday,0,Van,836,31.34,0.6398,Medium
28.461765,77.043378,28.537726,77.169448,18.43,city,Low,0.161,Clear,2,Tuesday,0,Van,822,8.28,0.1182,Low
28.701735,77.156967,28.429382,77.313027,40.0,city,Low,0.379,Clear,19,Tuesday,1,Van,818,26.61,0.5155,Medium
28.859767,77.210239,28.761752,77.116808,14.98,highway,Medium,0.44,Clear,14,Friday,0,Bike,103,9.11,0.1834,Low
28.640048,77.1004,28.377613,77.348106,40.0,highway,Medium,0.532,Storm,5,Friday,0,Van,610,28.94,0.5889,Medium
28.855093,77.222363,28.650484,77.081504,33.79,mixed,Low,0.149,Rain,6,Tuesday,0,Bike,101,13.3,0.2357,Low
28.709128,77.109446,28.56347,77.309532,37.55,mixed,Medium,0.664,Rain,10,Friday,1,Van,667,38.61,0.7789,High
28.787021,77.318235,28.531989,77.195682,40.0,city,High,0.768,Storm,7,Wednesday,1,Van,987,56.5,0.9735,High
28.795793,77.311636,28.556671,77.393962,33.03,city,Medium,0.456,Rain,17,Wednesday,1,Bike,93,33.45,0.7172,Medium
28.608592,77.347598,28.774015,77.32408,23.36,highway,High,0.8,Rain,8,Saturday,1,Truck,1202,31.14,0.6504,Medium
28.789182,77.308216,28.610432,77.078167,33.26,city,High,0.714,Clear,18,Tuesday,1,Truck,1242,37.58,0.7669,High
28.614925,77.353182,28.743538,77.162512,27.47,city,Medium,0.53,Clear,17,Sunday,1,Van,882,24.38,0.471,Medium
28.742573,77.181596,28.510351,77.187646,33.71,city,Medium,0.564,Clear,3,Wednesday,0,Bike,139,13.94,0.2365,Low
28.6057,77.34557,28.681681,77.160537,23.54,city,High,0.827,Rain,14,Saturday,0,Truck,1856,33.97,0.7372,Medium
28.4808,77.046758,28.74754,77.103171,33.94,city,High,0.813,Clear,8,Thursday,1,Van,610,32.96,0.7033,Medium
28.827461,77.200827,28.629524,77.092627,33.47,city,High,0.857,Clear,20,Wednesday,1,Truck,1834,43.64,0.862,High
28.701001,77.416267,28.470654,77.01639,40.0,mixed,Low,0.233,Clear,4,Tuesday,0,Bike,120,10.98,0.1828,Low
28.722535,77.108625,28.485578,77.024132,34.3,mixed,Medium,0.55,Clear,10,Friday,1,Truck,1924,24.89,0.4771,Medium
28.651235,77.503343,28.840866,77.217151,40.0,mixed,High,0.939,Clear,20,Saturday,1,Bike,103,26.82,0.5383,Medium
28.693637,77.138768,28.587962,77.30809,26.71,city,High,0.96,Clear,21,Friday,1,Van,722,33.28,0.6826,Medium
28.55861,77.331435,28.367168,77.337963,25.17,highway,High,0.957,Clear,12,Monday,0,Truck,1055,24.52,0.4872,Medium
28.374354,77.302734,28.405835,77.336222,5.89,city,Medium,0.525,Clear,6,Monday,0,Van,845,11.69,0.1724,Low
28.774209,77.337548,28.576114,77.325301,27.5,city,Medium,0.63,Rain,6,Tuesday,0,Van,877,31.02,0.6153,Medium
28.512671,77.395933,28.528419,77.29017,15.54,city,Medium,0.407,Storm,11,Saturday,0,Truck,1237,25.77,0.5511,Medium
28.617472,77.227094,28.764701,77.126417,20.07,city,Low,0.232,Clear,21,Tuesday,1,Van,860,10.9,0.2,Low
28.672951,77.44477,28.525557,77.26222,32.42,city,Low,0.243,Rain,2,Monday,0,Bike,70,13.15,0.2548,Low
28.681355,77.025105,28.779412,77.112473,20.31,highway,Low,0.348,Rain,6,Wednesday,0,Truck,1540,11.11,0.2359,Low
28.556334,77.305505,28.767391,77.100893,35.16,city,Medium,0.631,Rain,12,Wednesday,0,Van,772,33.31,0.6833,Medium
28.605731,77.364018,28.450933,77.02678,40.0,highway,Medium,0.565,Clear,7,Monday,1,Van,860,14.63,0.2701,Low
28.705268,77.096337,28.675002,77.464433,40.0,highway,High,0.94,Clear,10,Sunday,1,Van,602,35.35,0.7434,High
28.639513,77.075652,28.731087,77.11153,13.29,mixed,Low,0.131,Clear,21,Sunday,1,Van,876,12.14,0.1968,Low
28.637683,77.10649,28.743833,77.095557,15.6,city,High,0.772,Rain,10,Wednesday,1,Van,632,45.33,0.878,High
28.410619,77.341657,28.760544,77.094872,40.0,city,Low,0.326,Clear,3,Sunday,0,Van,687,18.47,0.307,Medium
28.585397,77.045491,28.67465,77.163447,19.13,city,Low,0.371,Clear,22,Friday,0,Bike,103,5.69,0.1573,Low
28.564371,77.26059,28.578432,77.04378,30.76,highway,High,0.795,Clear,8,Monday,1,Truck,1658,26.43,0.5595,Medium
28.604641,77.32734,28.763168,77.306953,22.5,highway,Medium,0.53,Clear,7,Saturday,1,Bike,57,13.96,0.2831,Low
28.791454,77.11565,28.700178,77.163684,16.21,city,Low,0.179,Rain,23,Friday,0,Truck,1139,14.23,0.2635,Low
28.484966,77.006372,28.628915,77.098131,25.52,mixed,Low,0.122,Clear,5,Sunday,0,Bike,60,6.54,0.1441,Low
28.853909,77.23031,28.566118,77.300061,40.0,city,High,0.843,Clear,9,Saturday,1,Van,760,37.98,0.7751,High
28.611983,77.085235,28.72463,77.084632,15.19,city,Low,0.33,Clear,8,Monday,1,Van,621,17.92,0.3155,Medium
28.621191,77.106545,28.553839,77.257045,23.44,city,Low,0.322,Rain,5,Wednesday,0,Truck,1760,18.34,0.3594,Medium
28.637233,77.49174,28.627897,77.08315,40.0,mixed,Low,0.256,Clear,1,Wednesday,0,Van,960,7.81,0.1597,Low
28.682687,77.122411,28.643222,77.072227,9.17,mixed,Low,0.272,Clear,14,Thursday,0,Bike,143,2.0,0.0942,Low
28.664876,77.030865,28.373878,77.341066,40.0,highway,High,0.865,Clear,13,Thursday,0,Truck,1960,30.99,0.659,Medium
28.520595,77.193281,28.800543,77.336739,36.78,city,Low,0.101,Clear,2,Friday,0,Van,963,14.9,0.2562,Low
28.539197,77.184467,28.742041,77.168273,27.5,mixed,High,0.803,Clear,20,Monday,1,Bike,132,34.89,0.7294,Medium
28.769546,77.119633,28.78017,77.322722,24.48,highway,Medium,0.51,Clear,6,Saturday,0,Van,929,7.88,0.1588,Low
28.58272,77.022453,28.666942,77.148363,21.53,city,Low,0.179,Clear,5,Monday,0,Truck,1353,14.16,0.2312,Low
28.465253,77.025988,28.558677,77.331801,40.0,city,Medium,0.636,Clear,17,Tuesday,1,Truck,1220,26.31,0.5338,Medium
28.385535,77.340291,28.614598,77.061409,40.0,city,Medium,0.465,Clear,21,Sunday,1,Van,988,24.54,0.5035,Medium
28.757172,77.141074,28.718951,77.1155,5.49,city,High,0.972,Clear,9,Thursday,1,Truck,1917,34.45,0.7512,Medium
28.636495,77.10319,28.597808,77.192878,12.69,city,Medium,0.609,Clear,14,Tuesday,0,Truck,1868,15.89,0.2684,Medium
28.667184,77.135257,28.544946,77.337989,30.07,city,Medium,0.671,Rain,9,Thursday,1,Van,861,29.27,0.5867,Medium
28.660859,77.034817,28.635434,77.495394,40.0,highway,Medium,0.518,Clear,12,Thursday,0,Bike,120,12.21,0.188,Low
28.630705,77.506864,28.528506,77.275708,36.18,mixed,Medium,0.664,Rain,12,Tuesday,0,Van,620,25.87,0.5247,Medium
28.665339,77.463353,28.632383,77.225669,30.0,highway,Low,0.234,Clear,3,Friday,0,Van,994,3.53,0.0985,Low
28.672584,77.050109,28.63373,77.074138,5.27,highway,Medium,0.468,Clear,14,Saturday,0,Truck,1001,7.07,0.1752,Low
28.49234,77.044555,28.607789,77.059335,13.67,mixed,High,0.935,Clear,10,Tuesday,1,Truck,1990,25.97,0.5362,Medium
28.532089,77.389472,28.643299,77.475985,19.25,highway,Low,0.39,Clear,22,Thursday,0,Van,818,2.22,0.0937,Low
28.557571,77.263072,28.690868,77.448685,31.15,mixed,High,0.894,Clear,7,Sunday,1,Van,883,39.56,0.8022,High
28.532783,77.402064,28.634788,77.495059,19.62,mixed,Medium,0.463,Clear,7,Thursday,1,Truck,1419,14.75,0.2416,Low
28.678847,77.453507,28.618287,77.467606,8.03,highway,Low,0.338,Rain,5,Monday,0,Van,738,7.48,0.1772,Low
28.539763,77.357849,28.583128,77.299718,9.79,city,Low,0.282,Rain,23,Friday,0,Bike,115,7.85,0.1347,Low
28.626223,77.379013,28.7232,77.196161,22.0,mixed,Low,0.287,Clear,23,Thursday,0,Van,859,7.63,0.1617,Low
28.774714,77.333922,28.657068,77.47883,24.16,highway,Low,0.148,Rain,4,Wednesday,0,Bike,86,7.53,0.181,Low
28.838152,77.221984,28.615236,77.046622,40.0,mixed,Medium,0.515,Clear,10,Friday,1,Van,772,17.43,0.3237,Medium
28.546636,77.329095,28.547347,77.395757,7.42,city,Medium,0.661,Storm,2,Monday,0,Truck,1312,25.43,0.4892,Medium
28.614933,77.030569,28.727083,77.118486,21.07,highway,Low,0.101,Clear,13,Thursday,0,Van,634,2.21,0.1092,Low
28.356571,77.343843,28.632721,77.202396,40.0,mixed,Low,0.379,Rain,5,Tuesday,0,Bike,148,16.06,0.2722,Medium
28.526393,77.398399,28.698995,77.422357,24.81,mixed,High,0.75,Rain,7,Sunday,1,Bike,93,33.82,0.7099,Medium
28.79897,77.296871,28.46899,77.015988,40.0,city,Medium,0.566,Clear,0,Sunday,0,Van,994,24.07,0.4942,Medium
28.664644,77.218239,28.639577,77.513157,40.0,city,Low,0.384,Rain,22,Saturday,0,Van,667,24.26,0.5133,Medium
28.524412,77.254977,28.565757,77.334012,10.36,mixed,High,0.774,Clear,21,Monday,1,Truck,1806,28.22,0.6076,Medium
28.65868,77.473781,28.393728,77.302849,40.0,city,High,0.785,Rain,9,Thursday,1,Bike,117,39.93,0.8433,High
28.525406,77.203269,28.650737,77.141722,21.46,mixed,Medium,0.68,Rain,16,Thursday,0,Truck,1624,19.91,0.3664,Medium
28.529433,77.175314,28.683396,77.477274,40.0,highway,Low,0.275,Clear,15,Wednesday,0,Bike,139,3.46,0.0831,Low
28.687119,77.126305,28.661221,77.451761,40.0,city,Low,0.21,Clear,16,Tuesday,0,Van,606,19.67,0.3475,Medium
28.723899,77.11009,28.620898,77.369039,30.09,city,High,0.719,Clear,18,Tuesday,1,Van,884,41.83,0.8167,High
28.698182,77.156106,28.692522,77.403192,29.12,highway,Medium,0.528,Clear,2,Friday,0,Bike,110,8.9,0.1438,Low
28.608223,77.39315,28.636891,77.195044,22.63,highway,Medium,0.426,Rain,21,Friday,1,Van,819,24.87,0.4989,Medium
28.608723,77.35836,28.662588,77.214588,22.65,mixed,Medium,0.684,Clear,11,Sunday,0,Bike,149,13.43,0.2676,Low
28.431747,77.300775,28.690489,77.126563,36.91,highway,Medium,0.694,Rain,18,Sunday,1,Bike,82,19.73,0.3983,Medium
28.794552,77.337147,28.616612,77.038942,40.0,city,Low,0.181,Clear,7,Friday,1,Bike,143,18.66,0.364,Medium
28.43183,77.295457,28.656271,77.459488,40.0,city,Medium,0.674,Storm,18,Wednesday,1,Van,952,41.64,0.8379,High
28.819511,77.198216,28.537128,77.395224,40.0,mixed,High,0.953,Clear,9,Tuesday,1,Truck,1226,31.58,0.6707,Medium
28.554072,77.264829,28.582196,77.31862,8.93,mixed,Low,0.305,Storm,23,Sunday,0,Bike,121,10.29,0.1922,Low
28.588935,77.214443,28.857731,77.188999,37.16,highway,Medium,0.682,Storm,14,Monday,0,Truck,1398,17.98,0.3631,Medium
28.504521,77.196285,28.722699,77.081792,38.57,city,Low,0.277,Clear,23,Friday,0,Truck,1201,17.27,0.3544,Medium
28.429293,77.306286,28.54078,77.188903,20.77,mixed,High,0.933,Clear,18,Thursday,1,Van,711,25.82,0.4989,Medium
28.766885,77.136738,28.599666,77.197625,21.5,mixed,Low,0.295,Clear,1,Friday,0,Bike,58,5.5,0.1535,Low
28.595805,77.036739,28.573028,77.313226,37.52,city,Low,0.262,Storm,6,Thursday,0,Truck,1950,33.95,0.6757,Medium
28.547964,77.400359,28.644264,77.46877,14.29,highway,Low,0.391,Clear,6,Monday,0,Truck,1854,3.64,0.0917,Low
28.659013,77.16284,28.660974,77.03944,17.41,city,Medium,0.546,Clear,8,Thursday,1,Van,873,18.46,0.3725,Medium
28.657323,77.042134,28.676537,77.146941,13.49,mixed,Low,0.194,Clear,6,Wednesday,0,Truck,1517,3.68,0.0661,Low
28.795242,77.297927,28.538884,77.270151,38.82,city,Low,0.105,Clear,5,Monday,0,Van,993,15.37,0.2514,Medium
28.834916,77.222849,28.693282,77.434446,36.88,city,High,0.847,Clear,22,Tuesday,0,Truck,1117,39.55,0.7744,High
28.539306,77.275827,28.645408,77.465147,28.97,mixed,High,0.83,Clear,10,Thursday,1,Truck,1376,36.11,0.7492,High
28.754666,77.105514,28.426737,77.338987,40.0,city,Low,0.123,Clear,0,Saturday,0,Bike,90,16.76,0.3138,Medium
28.83181,77.19343,28.424721,77.331367,40.0,city,High,0.807,Clear,17,Thursday,1,Truck,1370,37.11,0.7411,High
28.731884,77.110258,28.662762,77.226951,16.81,highway,Low,0.167,Storm,4,Sunday,0,Van,690,20.19,0.4034,Medium
28.510254,77.176958,28.389833,77.319964,24.89,mixed,High,0.837,Clear,9,Monday,1,Bike,139,32.78,0.663,Medium
28.69276,77.048626,28.508839,77.168413,32.23,city,Medium,0.534,Clear,14,Tuesday,0,Van,542,14.49,0.2726,Low
28.663701,77.051284,28.720967,77.19361,21.88,highway,Low,0.217,Clear,0,Wednesday,0,Truck,1101,5.59,0.1007,Low
28.775044,77.135446,28.60116,77.045074,29.49,mixed,High,0.954,Rain,6,Saturday,0,Bike,121,27.3,0.561,Medium
28.617955,77.065471,28.589487,77.041306,5.2,city,Low,0.18,Rain,0,Wednesday,0,Van,517,11.14,0.1771,Low
28.783505,77.09504,28.554163,77.380194,40.0,highway,High,0.768,Rain,17,Wednesday,1,Van,725,42.49,0.8859,High
28.672176,77.229785,28.563237,77.324234,20.24,highway,Low,0.29,Rain,1,Tuesday,0,Truck,1660,12.45,0.2606,Low
28.586954,77.322332,28.628536,77.100085,28.1,mixed,Medium,0.663,Clear,21,Thursday,1,Van,849,24.99,0.5069,Medium
28.769345,77.105901,28.404982,77.327598,40.0,highway,Low,0.313,Clear,3,Thursday,0,Van,978,7.8,0.16,Low
28.711562,77.174693,28.61288,77.069534,18.67,city,Low,0.247,Rain,6,Sunday,0,Truck,1616,14.6,0.2789,Low
28.669845,77.447179,28.542491,77.178403,40.0,city,Low,0.302,Rain,6,Monday,0,Truck,1818,25.29,0.5141,Medium
28.648681,77.245867,28.821258,77.203953,28.45,highway,Low,0.12,Clear,0,Tuesday,0,Van,609,3.39,0.109,Low
28.466683,77.051448,28.694656,77.422839,40.0,city,Low,0.37,Clear,5,Sunday,0,Bike,119,10.71,0.1572,Low
28.719411,77.17107,28.640643,77.090856,13.69,mixed,Medium,0.683,Clear,14,Friday,0,Bike,96,11.28,0.168,Low
28.525952,77.286926,28.626235,77.231063,15.6,city,Medium,0.642,Clear,19,Friday,1,Truck,1715,18.31,0.2992,Medium
28.695475,77.110272,28.645174,77.250068,19.41,mixed,Low,0.126,Clear,16,Thursday,0,Van,965,5.09,0.1328,Low
28.764969,77.098982,28.658945,77.054749,18.52,city,Medium,0.595,Clear,4,Monday,0,Truck,1823,17.86,0.2907,Medium
28.459193,77.047395,28.353635,77.339011,36.15,city,Low,0.327,Clear,23,Saturday,0,Van,638,13.86,0.245,Low
28.700362,77.406216,28.528412,77.294324,24.7,mixed,Low,0.269,Clear,23,Tuesday,0,Van,699,4.99,0.0892,Low
28.548266,77.276226,28.576355,77.025717,28.92,highway,Medium,0.571,Clear,15,Friday,0,Truck,1714,11.99,0.2176,Low
28.629428,77.2447,28.551224,77.267296,10.22,highway,Medium,0.433,Rain,17,Saturday,1,Van,639,19.37,0.3524,Medium
28.697233,77.039134,28.539149,77.20464,31.7,highway,Medium,0.662,Storm,11,Wednesday,0,Bike,118,22.68,0.4531,Medium
28.390989,77.320566,28.834189,77.19677,40.0,city,High,0.732,Storm,17,Monday,1,Truck,1384,51.72,0.9285,High
28.652285,77.451363,28.561612,77.317444,22.75,mixed,Medium,0.508,Clear,14,Sunday,0,Van,512,11.3,0.1862,Low
28.365655,77.301177,28.578552,77.333126,27.95,city,Low,0.198,Clear,0,Friday,0,Truck,1329,12.85,0.2424,Low
28.543516,77.308172,28.71088,77.419669,31.09,city,Low,0.334,Rain,1,Friday,0,Truck,1982,26.05,0.5032,Medium
28.590261,77.319911,28.670898,77.437936,19.55,highway,High,0.755,Rain,8,Tuesday,1,Truck,1176,39.28,0.7764,High
28.615971,77.068358,28.542787,77.343072,30.63,city,Low,0.345,Storm,0,Monday,0,Truck,1798,27.7,0.5529,Medium
28.684776,77.051459,28.51707,77.378177,40.0,city,Medium,0.691,Clear,9,Saturday,1,Van,551,27.42,0.5269,Medium
28.478543,77.008078,28.570704,77.333106,38.45,highway,Low,0.259,Clear,6,Thursday,0,Truck,1090,8.31,0.191,Low
28.731907,77.162736,28.388613,77.340687,40.0,mixed,Medium,0.633,Rain,10,Saturday,1,Truck,1469,34.31,0.7188,Medium
28.455713,77.035475,28.534147,77.200304,25.82,city,Medium,0.627,Storm,4,Thursday,0,Bike,145,30.34,0.6438,Medium
28.53606,77.248671,28.695812,77.120837,27.22,highway,Medium,0.474,Rain,18,Friday,1,Van,568,19.14,0.38,Medium
28.709625,77.165324,28.642313,77.383623,29.8,city,Medium,0.625,Clear,20,Sunday,1,Bike,76,21.16,0.3766,Medium
28.536304,77.343653,28.66582,77.444836,23.38,highway,Medium,0.446,Clear,16,Thursday,0,Van,511,8.97,0.1588,Low
28.646697,77.0938,28.702485,77.099824,7.68,highway,Medium,0.454,Clear,5,Friday,0,Van,804,6.71,0.1332,Low
28.703362,77.114529,28.500509,77.161002,25.86,mixed,Medium,0.588,Rain,12,Tuesday,0,Bike,140,13.95,0.2542,Low
28.463153,77.043995,28.569128,77.028371,13.86,highway,High,0.95,Rain,10,Saturday,1,Van,633,34.42,0.6916,Medium
28.585109,77.30771,28.67539,77.177998,23.11,city,Low,0.286,Clear,23,Monday,0,Truck,1033,12.09,0.2007,Low
28.634635,77.507644,28.675081,77.138073,40.0,city,Medium,0.499,Clear,4,Saturday,0,Bike,55,17.43,0.3124,Medium
28.629088,77.084945,28.516767,77.383793,38.37,city,Medium,0.622,Clear,21,Wednesday,1,Van,514,26.36,0.5166,Medium
28.75425,77.097223,28.482134,77.039915,36.88,mixed,Low,0.344,Clear,12,Wednesday,0,Van,860,9.8,0.2064,Low
28.819812,77.220381,28.645334,77.430323,32.74,mixed,High,0.94,Storm,17,Sunday,1,Truck,1758,43.91,0.8576,High
28.436778,77.019671,28.757134,77.096584,40.0,city,Medium,0.656,Storm,17,Tuesday,1,Bike,104,32.0,0.6724,Medium
28.703022,77.433842,28.347387,77.305957,40.0,city,Medium,0.594,Clear,16,Monday,0,Bike,116,20.86,0.3617,Medium
28.486959,77.034183,28.802088,77.317672,40.0,highway,Low,0.341,Storm,5,Friday,0,Van,742,18.48,0.327,Medium
28.463802,77.018255,28.793934,77.336745,40.0,mixed,Low,0.296,Rain,14,Saturday,0,Van,905,20.52,0.4236,Medium
28.685209,77.437948,28.663179,77.48706,7.82,mixed,Medium,0.567,Clear,18,Wednesday,1,Truck,1997,14.52,0.2375,Low
28.689915,77.028976,28.732253,77.166349,17.4,mixed,Medium,0.435,Storm,20,Monday,1,Van,525,30.84,0.6412,Medium
28.815926,77.230853,28.371072,77.31938,40.0,city,Medium,0.562,Clear,10,Sunday,1,Bike,113,23.81,0.4844,Medium
28.516822,77.191535,28.695538,77.440325,40.0,highway,High,0.953,Rain,7,Wednesday,1,Van,915,33.52,0.6889,Medium
28.685982,77.429917,28.559502,77.254317,32.58,city,Low,0.259,Rain,15,Friday,0,Van,855,16.89,0.2809,Medium
28.68168,77.120225,28.57121,77.320001,29.59,highway,Low,0.251,Clear,0,Tuesday,0,Van,903,3.15,0.1147,Low
28.607834,77.09192,28.395715,77.310901,40.0,mixed,Low,0.139,Rain,2,Saturday,0,Van,854,18.14,0.313,Medium
28.794218,77.30162,28.748758,77.101967,28.18,city,High,0.847,Clear,21,Monday,1,Bike,125,35.65,0.7379,High
28.815772,77.225024,28.738375,77.195583,13.34,city,Low,0.186,Clear,18,Monday,1,Bike,131,12.57,0.1969,Low
28.429103,77.312961,28.621813,77.345392,24.3,highway,High,0.982,Clear,7,Saturday,1,Truck,1514,27.54,0.6023,Medium
28.577801,77.343542,28.663799,77.057509,33.2,mixed,High,0.945,Clear,17,Thursday,1,Bike,91,31.47,0.6581,Medium
28.385765,77.302489,28.367686,77.310521,5.0,highway,Low,0.278,Clear,3,Saturday,0,Truck,1904,2.0,0.0534,Low
28.633129,77.21123,28.661755,77.409046,21.85,city,Low,0.34,Clear,16,Monday,0,Bike,68,7.0,0.1494,Low
28.747755,77.128877,28.61276,77.370212,38.26,mixed,Medium,0.468,Clear,16,Friday,0,Bike,82,14.16,0.2376,Low
28.647788,77.470299,28.444727,77.050016,40.0,city,Low,0.205,Clear,2,Thursday,0,Van,788,19.55,0.3769,Medium
28.664637,77.056442,28.589428,77.210438,23.86,city,Medium,0.595,Clear,0,Saturday,0,Truck,1295,13.63,0.2824,Low
28.690248,77.472478,28.613357,77.087069,40.0,highway,High,0.709,Clear,8,Thursday,1,Truck,1899,32.0,0.6786,Medium
28.756368,77.134025,28.519024,77.195938,38.76,city,High,0.906,Clear,7,Friday,1,Van,895,40.02,0.8529,High
28.653529,77.139662,28.6481,77.083535,6.18,highway,Medium,0.624,Clear,12,Friday,0,Truck,1283,6.56,0.1001,Low
28.658672,77.465619,28.520069,77.410914,24.16,city,Medium,0.548,Clear,14,Friday,0,Bike,98,13.26,0.2426,Low
28.664068,77.228358,28.464968,77.02044,38.84,city,Medium,0.41,Rain,11,Thursday,0,Bike,96,29.58,0.6097,Medium
28.639965,77.346202,28.699316,77.171425,23.64,mixed,Medium,0.647,Clear,17,Tuesday,1,Truck,1440,18.49,0.3807,Medium
28.699627,77.184199,28.593516,77.326407,26.89,city,Low,0.293,Rain,0,Saturday,0,Bike,56,16.39,0.2879,Medium
28.576446,77.311805,28.61862,77.193615,16.08,city,High,0.807,Clear,21,Thursday,1,Bike,62,28.91,0.604,Medium
28.786559,77.105507,28.714906,77.100093,9.24,city,Low,0.233,Rain,16,Monday,0,Van,576,10.96,0.2324,Low
28.771216,77.11951,28.482462,77.033524,40.0,highway,Low,0.177,Clear,14,Thursday,0,Bike,89,4.78,0.096,Low
28.63608,77.061643,28.665671,77.244936,22.57,city,Low,0.367,Rain,4,Tuesday,0,Van,826,15.42,0.3163,Medium
28.582181,77.299522,28.390189,77.34569,32.18,highway,Medium,0.591,Rain,11,Friday,0,Bike,54,13.67,0.2833,Low
28.402184,77.324298,28.535894,77.19154,27.89,highway,Low,0.357,Rain,14,Tuesday,0,Truck,1134,12.06,0.2222,Low
28.585274,77.331899,28.716461,77.100511,30.34,city,High,0.889,Clear,10,Monday,1,Van,585,33.87,0.6974,Medium
28.680627,77.126515,28.801771,77.325336,33.82,highway,Medium,0.499,Clear,13,Friday,0,Bike,114,9.02,0.1288,Low
28.65595,77.447764,28.856668,77.223668,40.0,mixed,Medium,0.516,Rain,13,Friday,0,Van,560,27.38,0.556,Medium
28.588708,77.30816,28.661658,77.47412,19.29,highway,High,0.905,Clear,19,Saturday,1,Bike,71,31.28,0.6594,Medium
28.482172,77.033156,28.689669,77.437377,40.0,highway,High,0.871,Clear,10,Saturday,1,Bike,77,25.59,0.5195,Medium
28.850662,77.223979,28.447645,77.028311,40.0,city,Medium,0.441,Rain,18,Wednesday,1,Van,674,32.02,0.6711,Medium
28.646413,77.447208,28.705719,77.180987,39.98,city,Medium,0.669,Clear,3,Wednesday,0,Van,860,20.9,0.4292,Medium
28.547947,77.310637,28.698878,77.06021,32.21,city,Low,0.231,Storm,16,Monday,0,Truck,1442,30.26,0.6645,Medium
28.782688,77.118675,28.734653,77.197589,11.18,mixed,High,0.731,Rain,21,Monday,1,Van,511,33.15,0.7007,Medium
28.788304,77.134421,28.629136,77.076526,24.8,mixed,High,0.926,Clear,8,Wednesday,1,Truck,1961,40.63,0.7918,High
28.624189,77.226908,28.666163,77.168944,9.5,city,Low,0.393,Storm,3,Wednesday,0,Van,524,20.85,0.3669,Medium
28.665372,77.423622,28.685349,77.083663,40.0,mixed,Medium,0.467,Storm,13,Monday,0,Truck,1222,27.55,0.5405,Medium
28.632161,77.194011,28.395041,77.311629,30.95,city,High,0.943,Clear,18,Sunday,1,Truck,1084,28.45,0.5914,Medium
28.728192,77.095596,28.437921,77.045984,35.03,highway,Medium,0.496,Rain,0,Tuesday,0,Bike,141,18.23,0.3354,Medium
28.614592,77.057591,28.657344,77.436456,40.0,highway,Low,0.146,Storm,22,Tuesday,0,Van,574,24.2,0.5156,Medium
28.607705,77.098215,28.69743,77.070775,11.02,mixed,Low,0.234,Clear,10,Tuesday,1,Van,543,9.02,0.1589,Low
